Gene_model,UniProt identifier (top hit and/or top hit with annotated GO),Description(s) of hit(s),E-value,Gene Ontology (GO) term,KEGG Orthology (KO) term,Pfam identifier,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig
SymbC1.scaffold632.7,sp|Q6BU94|PRP46_DEBHA,Pre-mRNA-splicing factor PRP46 OS=Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) GN=PRP46 PE=3 SV=2,4.88E-19,GO:0000974;GO:0005681;GO:0005634;GO:0006397;GO:0005737;GO:0000398;GO:0008380,K12862,PF13499,39.05005441,0.528932709,0.128115752,4.128553289,0.0000365,0.000206,TRUE
SymbC1.scaffold6322.3,tr|A0A1Q9EGT0|A0A1Q9EGT0_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene10052 PE=4 SV=1,2.17E-119,GO:0006351;GO:0071897;GO:0003887;GO:0003677,NA,NA,32.05857055,0.399976917,0.135204524,2.958310155,0.003093307,0.010344576,TRUE
SymbC1.scaffold6325.1,tr|A0A1Q9ESR0|A0A1Q9ESR0_SYMMI,Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum GN=AK812_SmicGene5868 PE=4 SV=1,0,GO:0003677;GO:0006310;GO:0015074,NA,PF00856,17.27442807,1.051456441,0.187673353,5.602587817,2.11E-08,0.000000226,TRUE
SymbC1.scaffold6326.2,sp|Q91Z38|TTC1_MOUSE,Tetratricopeptide repeat protein 1 OS=Mus musculus GN=Ttc1 PE=1 SV=1,1.24E-36,GO:0003674;GO:0005829;GO:0008150;GO:0005778,NA,PF00515,19.98307956,0.776423535,0.163124443,4.759700772,0.00000194,0.0000144,TRUE
SymbC1.scaffold633.1,sp|Q32KM6|MORN3_BOVIN,MORN repeat-containing protein 3 OS=Bos taurus GN=MORN3 PE=2 SV=1,3.33E-41,GO:0005634,NA,PF02493,324.7066094,-0.30548023,0.068914951,-4.432713409,0.00000931,0.00006,TRUE
SymbC1.scaffold633.2,tr|A0A1Q9D9B2|A0A1Q9D9B2_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene26523 PE=4 SV=1,3.19E-99,GO:0016020;GO:0016021,NA,PF01124,57.81708945,-0.826549471,0.123163411,-6.710998511,1.93E-11,3.33E-10,TRUE
SymbC1.scaffold633.3,tr|A0A1Q9CA93|A0A1Q9CA93_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene39807 PE=4 SV=1,0,GO:0003676;GO:0003723,NA,PF00583,209.1083577,-0.577833532,0.079128271,-7.302491562,2.82E-13,6.35E-12,TRUE
SymbC1.scaffold633.4,tr|A0A1Q9C1E2|A0A1Q9C1E2_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene43296 PE=4 SV=1,1.20E-143,NA,NA,NA,135.2523021,-0.260581666,0.073442959,-3.548082367,0.000388,0.001692102,TRUE
SymbC1.scaffold6332.2,sp|O30511|FUCT_HELPX,"Alpha-(1,3)-fucosyltransferase FucT OS=Helicobacter pylori GN=fucT PE=1 SV=1",2.3E-10,GO:0017083;GO:0036065;GO:0042803;GO:0005737;GO:0042806;GO:0008417;GO:0016740;GO:0006486;GO:0016020;GO:0016757;GO:0009103,K20151,PF00852,41.30889685,1.214721205,0.140069497,8.67227506,4.24E-18,1.64E-16,TRUE
SymbC1.scaffold6332.3,tr|A0A1Q9EF38|A0A1Q9EF38_SYMMI,Ankyrin-2 OS=Symbiodinium microadriaticum GN=ANK2 PE=4 SV=1,2.10E-12,GO:0016021;GO:0016020,NA,NA,112.5388989,0.881121176,0.092430339,9.532813418,1.53E-21,8.77E-20,TRUE
SymbC1.scaffold6336.1,tr|A0A0K1N239|A0A0K1N239_AGGAP,Adhesin OS=Aggregatibacter aphrophilus GN=ADJ80_02965 PE=4 SV=1,7.25E-09,GO:0006508;GO:0004175;GO:0004252,K01347,NA,17.04911234,0.488159685,0.18608388,2.623331396,0.008707453,0.025224907,TRUE
SymbC1.scaffold6336.5,tr|A0A1Q9DM70|A0A1Q9DM70_SYMMI;tr|A0A1Q9C0G8|A0A1Q9C0G8_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene21523 PE=4 SV=1//description2:Putative methyltransferase AN0656 OS=Symbiodinium microadriaticum GN=AK812_SmicGene43656 PE=4 SV=1,4.45E-35,GO:0032259;GO:0008152;GO:0008168;GO:0016740,NA,NA,67.01812762,0.4687795,0.101466464,4.620043742,0.00000384,0.0000268,TRUE
SymbC1.scaffold6337.1,tr|A0A1Q9DAA6|A0A1Q9DAA6_SYMMI;tr|A0A174TFW4|A0A174TFW4_9FIRM,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene26080 PE=4 SV=1//description2:Cell wall-associated polypeptide CWBP200 OS=Flavonifractor plautii GN=wapA_3 PE=4 SV=1,0.00000195,GO:0097264;GO:0003796,NA,NA,7.340971271,0.595878461,0.249996511,2.383547109,0.01714669,0.044744421,TRUE
SymbC1.scaffold634.1,sp|P22543|VPS34_YEAST,Phosphatidylinositol 3-kinase VPS34 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS34 PE=1 SV=1,9.06E-45,GO:0036092;GO:0071561;GO:0006468;GO:0034271;GO:0034272;GO:0005524;GO:0016197;GO:0030242;GO:0005768;GO:0010008;GO:0015031;GO:0046854;GO:0000045;GO:0000407;GO:0016310;GO:0009651;GO:0016740;GO:0000166;GO:0016303;GO:0048015;GO:0006914;GO:0006897;GO:0016301;GO:0000329;GO:0004672;GO:0006810;GO:0016020;GO:0072593;GO:0005794;GO:0005777;GO:0005515;GO:0032968,K00914,PF00454,23.4851784,0.475525422,0.168878113,2.815790723,0.004865735,0.015263242,TRUE
SymbC1.scaffold634.2,sp|Q8R2H5|PHLD_RAT,Phosphatidylinositol-glycan-specific phospholipase D OS=Rattus norvegicus GN=Gpld1 PE=2 SV=1,1.72E-29,GO:0071467;GO:1900076;GO:0009749;GO:0071401;GO:0002042;GO:0051047;GO:0016787;GO:0010907;GO:0032869;GO:0006507;GO:0010983;GO:0005615;GO:0071282;GO:0034364;GO:0043065;GO:0001503;GO:0045919;GO:0046470;GO:0002430;GO:0002062;GO:0010867;GO:0005737;GO:0008286;GO:0010595;GO:0004621;GO:0010694;GO:0071397;GO:0005578;GO:0035774;GO:0008285;GO:0071241;GO:0070633;GO:0010897;GO:0051044;GO:0071277;GO:0017080;GO:0043231;GO:0035690;GO:0005576,K01127,PF01839;PF00882,15.71104214,0.718597745,0.175898848,4.085289664,0.000044,0.000244,TRUE
SymbC1.scaffold6340.1,tr|A0A1Q9CUJ8|A0A1Q9CUJ8_SYMMI,Serine/threonine-protein phosphatase OS=Symbiodinium microadriaticum GN=gsp-2 PE=3 SV=1,8.78E-44,GO:0016787;GO:0006470;GO:0046872;GO:0004721,NA,NA,8.683587845,1.15013659,0.470321628,2.445425687,0.014468126,0.038815879,TRUE
SymbC1.scaffold6341.1,tr|A0A1Q9DZF7|A0A1Q9DZF7_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene16796 PE=4 SV=1,0,GO:0016021;GO:0016020,NA,PF03382,10.59921538,1.089981113,0.214877188,5.072577142,0.000000392,0.00000334,TRUE
SymbC1.scaffold6341.2,sp|Q7RTR2|NLRC3_HUMAN,NLR family CARD domain-containing protein 3 OS=Homo sapiens GN=NLRC3 PE=1 SV=2,2.11E-07,GO:0048147;GO:0050680;GO:0005829;GO:0005524;GO:0036312;GO:0032687;GO:0032715;GO:0000166;GO:1900226;GO:0005515;GO:0003674;GO:0048471;GO:0005815;GO:0043124;GO:0045824;GO:1901223;GO:0032088;GO:0005737;GO:0032720;GO:0007249;GO:0042110;GO:0050728;GO:1900016;GO:0014067;GO:0032688,NA,NA,18.6207583,4.72776628,0.357998068,13.20612233,8.09E-40,2.1E-37,TRUE
SymbC1.scaffold6341.3,sp|Q5DU56|NLRC3_MOUSE,Protein NLRC3 OS=Mus musculus GN=Nlrc3 PE=1 SV=2,2.29E-37,GO:0005815;GO:0048471;GO:0003674;GO:1900226;GO:0005515;GO:0000166;GO:0032715;GO:0032687;GO:0032691;GO:0036312;GO:0005829;GO:0050680;GO:0005524;GO:0048147;GO:0031396;GO:0014067;GO:0032688;GO:1900016;GO:0042110;GO:0050728;GO:0007249;GO:0032720;GO:1901223;GO:0032088;GO:0005737;GO:0045824;GO:0032695;GO:0043124;GO:0032496,NA,PF13516,18.62996075,3.978629187,0.326734384,12.17695284,4.12E-34,6.64E-32,TRUE
SymbC1.scaffold6345.4,sp|Q1KMR4|PDK4_RHIFE,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial OS=Rhinolophus ferrumequinum GN=PDK4 PE=2 SV=1",2.46E-38,GO:0010906;GO:0016301;GO:0008286;GO:0006468;GO:0071398;GO:0009267;GO:0005739;GO:0005759;GO:0042304;GO:0005524;GO:0004740;GO:0016310;GO:0042750;GO:0072593;GO:0010510;GO:0005975;GO:0016740;GO:0000166;GO:0006006,NA,PF02518;PF10436,7.790559041,1.937208248,0.295774161,6.549619612,5.77E-11,9.31E-10,TRUE
SymbC1.scaffold6345.5,tr|A0A1Q9CQD0|A0A1Q9CQD0_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene33970 PE=4 SV=1,3.21E-131,NA,NA,NA,18.09722233,1.533703763,0.187575556,8.17645858,2.92E-16,9.43E-15,TRUE
SymbC1.scaffold6347.2,tr|A0A0D2WXM8|A0A0D2WXM8_CAPO3,Uncharacterized protein OS=Capsaspora owczarzaki (strain ATCC 30864) GN=CAOG_007373 PE=4 SV=1,1.60E-07,GO:0016021;GO:0016020,NA,PF13759,50.19313954,-0.536341776,0.109557613,-4.895522641,0.00000098,0.00000777,TRUE
SymbC1.scaffold6348.2,sp|Q94EG6|Y5224_ARATH,Uncharacterized protein At5g02240 OS=Arabidopsis thaliana GN=At5g02240 PE=1 SV=1,5.03E-33,GO:0005829;GO:0009570;GO:0048046;GO:0005774;GO:0009737;GO:0005886,NA,PF13460,16.70420851,-0.615258912,0.178518144,-3.446478307,0.000568,0.002359674,TRUE
SymbC1.scaffold6349.1,sp|P23548|GUN_PAEPO,Endoglucanase OS=Paenibacillus polymyxa PE=3 SV=2,1.14E-15,GO:0000272;GO:0004553;GO:0016798;GO:0008152;GO:0005975;GO:0030245;GO:0008810;GO:0016787,NA,PF00150,11.59976984,0.596226037,0.235780499,2.528733463,0.011447492,0.031860958,TRUE
SymbC1.scaffold635.3,sp|Q9SJY5|PUMP5_ARATH,Mitochondrial uncoupling protein 5 OS=Arabidopsis thaliana GN=PUMP5 PE=2 SV=1,2.85E-32,GO:1902356;GO:0006839;GO:0015117;GO:0031966;GO:0015297;GO:0006810;GO:0005739;GO:0015131;GO:0016020;GO:0015992;GO:0015709;GO:0016021;GO:0008272;GO:0015140;GO:0005310;GO:0005743;GO:1902358;GO:0015729;GO:1901677;GO:0071422;GO:0035435;GO:0015116;GO:0015141;GO:0071423;GO:0017077,K15104,PF00153,229.7991859,-0.209066621,0.079566126,-2.627583256,0.00859938,0.024961419,TRUE
SymbC1.scaffold635.4,tr|A0A1Q9CFE5|A0A1Q9CFE5_SYMMI,Mitochondrial uncoupling protein 5 OS=Symbiodinium microadriaticum GN=PUMP5 PE=3 SV=1,1.2E-28,GO:0016021;GO:0016020;GO:0006810;GO:0055085,NA,NA,54.66596974,-0.387866249,0.12306939,-3.151606161,0.001623751,0.005910515,TRUE
SymbC1.scaffold635.5,sp|P48163|MAOX_HUMAN,NADP-dependent malic enzyme OS=Homo sapiens GN=ME1 PE=1 SV=1,2.36E-99,GO:0005829;GO:0051287;GO:0006090;GO:0004471;GO:0004470;GO:0016491;GO:0009055;GO:0051262;GO:0005975;GO:1902031;GO:0009725;GO:0009743;GO:0046872;GO:0043531;GO:0005737;GO:0019216;GO:0004473;GO:0008948;GO:0006741;GO:0005739;GO:0055114;GO:0006108;GO:0050661;GO:0030145,K00029,PF03949;PF00390,49.08385986,-0.729166009,0.128182401,-5.688503287,1.28E-08,0.000000142,TRUE
SymbC1.scaffold635.9,sp|Q12797|ASPH_HUMAN,Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens GN=ASPH PE=1 SV=3,1.13E-24,GO:0044325;GO:0034220;GO:0008285;GO:0033198;GO:0016529;GO:0071277;GO:0006936;GO:0005515;GO:0042264;GO:0016021;GO:0004597;GO:0010649;GO:0030176;GO:0005737;GO:0010881;GO:0005789;GO:0070588;GO:0033017;GO:0033018;GO:0016020;GO:0005783;GO:0060314;GO:0031585;GO:0005509;GO:0060021;GO:0005198;GO:0005886;GO:0016491;GO:0051213;GO:0009055;GO:0032541;GO:0097202;GO:0010524;GO:0060325;GO:0035108;GO:0018193;GO:0046872;GO:0045893;GO:0034704;GO:0010880;GO:0008307;GO:0060316;GO:0031647;GO:1903779;GO:0005623;GO:0032237;GO:0007389;GO:0005513;GO:0045862;GO:0055114;GO:1901879;GO:0014701;GO:0090316,K00476,PF05118,64.95342771,-0.289105897,0.104187105,-2.774872149,0.005522341,0.017011845,TRUE
SymbC1.scaffold6351.1,tr|A0A1Q9E9A1|A0A1Q9E9A1_SYMMI;tr|A0A1Q9CUB1|A0A1Q9CUB1_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene13012 PE=4 SV=1//description2:DNA topoisomerase 2 OS=Symbiodinium microadriaticum GN=TOP2B PE=3 SV=1,1.68E-10,GO:0001522;GO:0005524;GO:0016853;GO:0003723;GO:0006259;GO:0000166;GO:0003918;GO:0009451;GO:0003677;GO:0003916;GO:0006265;GO:0009982,NA,NA,21.36615828,-1.074262105,0.18463131,-5.818417835,5.94E-09,6.99E-08,TRUE
SymbC1.scaffold6354.1,tr|A0A1Q9EC96|A0A1Q9EC96_SYMMI;tr|A0A1C5H5A0|A0A1C5H5A0_9ACTN,description1:Copia protein OS=Symbiodinium microadriaticum GN=GIP PE=4 SV=1//description2:Maleate isomerase OS=Micromonospora zamorensis GN=GA0070619_1058 PE=4 SV=1,3.24E-70,GO:0016853,NA,NA,33.83181789,1.38385515,0.133257981,10.38478247,2.91E-25,2.4E-23,TRUE
SymbC1.scaffold6354.4,tr|A0A1Q9DVJ9|A0A1Q9DVJ9_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene18327 PE=4 SV=1,9E-32,NA,NA,NA,34.41013527,0.816691687,0.126171599,6.472864669,9.62E-11,1.49E-09,TRUE
SymbC1.scaffold6355.1,tr|A0A1Q9DI53|A0A1Q9DI53_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene23070 PE=4 SV=1,3.76E-12,GO:0007165,NA,NA,44.71056343,0.777021681,0.119200344,6.518619437,7.1E-11,1.13E-09,TRUE
SymbC1.scaffold6357.3,sp|Q8IWZ3|ANKH1_HUMAN,Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens GN=ANKHD1 PE=1 SV=1,5.16E-29,GO:0003723;GO:0005737;GO:0045087;GO:0003676;GO:0005515,K16726,PF12796,50.80260721,0.726915887,0.109614125,6.631589534,3.32E-11,5.57E-10,TRUE
SymbC1.scaffold6357.7,sp|P35402|ERD2A_ARATH,ER lumen protein-retaining receptor A OS=Arabidopsis thaliana GN=ERD2A PE=2 SV=1,3.99E-07,GO:0016020;GO:0005783;GO:0006810;GO:0005801;GO:0006621;GO:0005789;GO:0016192;GO:0046923;GO:0005794;GO:0015031;GO:0016021,K10949,PF00810,37.2398685,0.432522274,0.118216093,3.658742748,0.000253,0.001163034,TRUE
SymbC1.scaffold6359.4,tr|A0A1Q9CRT3|A0A1Q9CRT3_SYMMI;tr|A0A1Q9E8R8|A0A1Q9E8R8_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene33373 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene13209 PE=4 SV=1,8.64E-79,GO:0016021;GO:0016020,NA,PF01755,71.80418044,-0.385510566,0.118322543,-3.258132858,0.001121479,0.004266631,TRUE
SymbC1.scaffold636.2,tr|A0A1Q9D1B3|A0A1Q9D1B3_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene29660 PE=4 SV=1,6.51E-49,NA,NA,NA,22.63775914,1.486405593,0.20432598,7.274677432,3.47E-13,7.72E-12,TRUE
SymbC1.scaffold636.3,sp|O95714|HERC2_HUMAN,E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens GN=HERC2 PE=1 SV=2,4.12E-08,GO:0004842;GO:0008270;GO:0006974;GO:0016567;GO:0005856;GO:0005634;GO:0043161;GO:0005743;GO:0016740;GO:0005515;GO:0043547;GO:0005085;GO:0046872;GO:0006303;GO:0005814;GO:0061630;GO:0006281;GO:0032183;GO:0007283;GO:0005737;GO:0005654;GO:0031625;GO:0006886;GO:0016020,K10595,PF04548;PF06701,12.56784681,1.99370688,0.280314395,7.112395627,1.14E-12,2.33E-11,TRUE
SymbC1.scaffold636.6,tr|A0A1Q9DLR8|A0A1Q9DLR8_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene21671 PE=4 SV=1,9.21E-22,GO:0046872;GO:0003824,NA,NA,89.33287674,0.49870693,0.110222447,4.524549635,0.00000605,0.0000407,TRUE
SymbC1.scaffold6363.3,sp|Q66IJ0|NUP53_XENTR,Nucleoporin NUP53 OS=Xenopus tropicalis GN=nup35 PE=2 SV=1,8.01E-09,GO:0003697;GO:0005634;GO:0015031;GO:0051028;GO:0006913;GO:0006607;GO:0005487;GO:0006355;GO:0005643;GO:0044615;GO:0006810;GO:0006999;GO:0005543;GO:0031965;GO:0044613;GO:0003676,K14313,PF05172,51.83983031,-0.335253272,0.109457411,-3.062864997,0.002192289,0.007652838,TRUE
SymbC1.scaffold6364.2,sp|Q01656|RSP4_CHLRE,Flagellar radial spoke protein 4 OS=Chlamydomonas reinhardtii GN=RSP4 PE=3 SV=1,1.12E-40,GO:0001534;GO:0031514;GO:0042995;GO:0005856;GO:0005737;GO:0005929;GO:0030030,NA,PF04712,97.02783645,-1.69979461,0.189785574,-8.956395211,3.35E-19,1.46E-17,TRUE
SymbC1.scaffold6364.3,sp|Q6ZFZ4|DEK1_ORYSJ,Calpain-type cysteine protease ADL1 OS=Oryza sativa subsp. japonica GN=ADL1 PE=1 SV=1,3.11E-23,GO:0005783;GO:0016020;GO:2000024;GO:0016787;GO:0001558;GO:0097264;GO:0005789;GO:0005737;GO:0005622;GO:2000011;GO:0016021;GO:0008234;GO:0009934;GO:0005887;GO:0004198;GO:0006508;GO:0090628;GO:0009793;GO:0007275;GO:2000014;GO:0008233;GO:0005886;GO:0042127;GO:0005768;GO:0010008,NA,PF00648,15.29087977,-1.582171613,0.239460365,-6.607237968,3.92E-11,6.5E-10,TRUE
SymbC1.scaffold6365.3,tr|A0A1Q9DTM8|A0A1Q9DTM8_SYMMI;tr|G7LHV1|G7LHV1_MEDTR,"description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene19014 PE=4 SV=1//description2:Histidine kinase-, DNA gyrase B OS=Medicago truncatula GN=MTR_8g085280 PE=4 SV=2",4.11E-48,GO:0005634;GO:0001708;GO:0009926;GO:0019827;GO:0016310;GO:0048364;GO:0016301;GO:0009793;GO:0010305,NA,NA,17.64133121,1.856089616,0.283389731,6.549600832,5.77E-11,9.31E-10,TRUE
SymbC1.scaffold6368.2,sp|Q29361|RL35_PIG,60S ribosomal protein L35 OS=Sus scrofa GN=RPL35 PE=1 SV=3,3.01E-11,GO:0006412;GO:0030529;GO:0005840;GO:0003723;GO:0005622;GO:0000463;GO:0016020;GO:0003735;GO:0022625;GO:0003729,K02918,NA,51.02100806,-1.437866552,0.189824599,-7.574711384,3.6E-14,9.09E-13,TRUE
SymbC1.scaffold6370.4,tr|A0A1Q9C9X7|A0A1Q9C9X7_SYMMI,"3,4-dihydroxy-2-butanone 4-phosphate synthase OS=Symbiodinium microadriaticum GN=ribB PE=4 SV=1",9.73E-63,GO:0009231;GO:0008686,NA,PF04969,35.55785922,-0.44375444,0.131461005,-3.375559482,0.000737,0.00296506,TRUE
SymbC1.scaffold6372.1,tr|A0A1Q9DDR0|A0A1Q9DDR0_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene24756 PE=4 SV=1,7.3E-60,GO:0016021;GO:0034220;GO:0006811;GO:0005216;GO:0016020;GO:0055085,NA,NA,22.85928626,-0.429398744,0.164835849,-2.605008227,0.009187205,0.026406372,TRUE
SymbC1.scaffold6372.3,tr|A0A1Q9DG62|A0A1Q9DG62_SYMMI,ADP-ribosylation factor OS=Symbiodinium microadriaticum GN=ARF1 PE=3 SV=1,2.72E-08,GO:0007264;GO:0016020;GO:0005525;GO:0000166;GO:0005622;GO:0016021;GO:0005509,NA,PF13499,42.39096873,-0.502121983,0.143066743,-3.509704431,0.000449,0.00192603,TRUE
SymbC1.scaffold6373.2,sp|B3EWZ5|MLRP1_ACRMI,MAM and LDL-receptor class A domain-containing protein 1 (Fragment) OS=Acropora millepora PE=1 SV=1,3.46E-35,GO:0016020;GO:0005576,NA,PF00629,70.09763577,-0.409990977,0.126333317,-3.245311588,0.001173222,0.004439593,TRUE
SymbC1.scaffold6375.3,sp|Q86UV5|UBP48_HUMAN,Ubiquitin carboxyl-terminal hydrolase 48 OS=Homo sapiens GN=USP48 PE=1 SV=1,3.36E-08,GO:0005829;GO:0008233;GO:0005634;GO:0036459;GO:0005737;GO:0005654;GO:0016787;GO:0006511;GO:0006508;GO:0016579;GO:0004843;GO:0008234;GO:0005739,K11858,PF00443,0.60391382,-1.812197873,0.767342918,-2.361653219,0.018193652,0.046965745,TRUE
SymbC1.scaffold6377.1,sp|Q04195|SIZ1_YEAST,E3 SUMO-protein ligase SIZ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIZ1 PE=1 SV=1,6.7E-09,GO:1990683;GO:0046872;GO:0005940;GO:0008270;GO:0005737;GO:0005935;GO:0005634;GO:0019789;GO:0007059;GO:0016925;GO:0016874;GO:0000790;GO:0031397,K04706,PF02891,34.65926621,-0.745442323,0.12736277,-5.852906035,4.83E-09,5.79E-08,TRUE
SymbC1.scaffold6377.2,tr|A0A1Q9F605|A0A1Q9F605_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene712 PE=4 SV=1,1.42E-49,GO:0016020;GO:0016021,NA,PF00892,24.54010329,-0.523755833,0.16001868,-3.273091824,0.001063779,0.004077703,TRUE
SymbC1.scaffold6377.3,tr|A0A1Q9F657|A0A1Q9F657_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene711 PE=4 SV=1,3.79E-65,NA,NA,NA,30.63845723,-1.11832997,0.169593388,-6.59418379,4.28E-11,7.04E-10,TRUE
SymbC1.scaffold6378.3,sp|Q5PQA4|NB5R2_XENLA,NADH-cytochrome b5 reductase 2 OS=Xenopus laevis GN=cyb5r2 PE=2 SV=1,1.73E-21,GO:0006629;GO:0016021;GO:0004128;GO:0006694;GO:0016491;GO:0008202;GO:0055114;GO:0016020;GO:0016126,K00326,PF00970;PF00173;PF00175,71.13007064,-1.255507189,0.174670546,-7.187858636,6.58E-13,1.41E-11,TRUE
SymbC1.scaffold6379.1,sp|O29740|Y510_ARCFU,Uncharacterized transporter AF_0510 OS=Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126) GN=AF_0510 PE=3 SV=1,4.56E-06,GO:0016021;GO:0016020;GO:0006810;GO:0005886,NA,NA,21.64500641,1.06874297,0.197042206,5.423929179,5.83E-08,0.000000581,TRUE
SymbC1.scaffold638.3,tr|A0A1Q9CQ92|A0A1Q9CQ92_SYMMI,Retinol dehydrogenase 14 OS=Symbiodinium microadriaticum GN=RDH14 PE=4 SV=1,2.16E-123,GO:0016020;GO:0016021,NA,NA,35.60574111,-0.624185779,0.131602682,-4.742956372,0.00000211,0.0000155,TRUE
SymbC1.scaffold638.6,sp|Q8TC12|RDH11_HUMAN,Retinol dehydrogenase 11 OS=Homo sapiens GN=RDH11 PE=1 SV=2,2.03E-37,GO:0016062;GO:0005789;GO:0042574;GO:0016491;GO:0005622;GO:0042572;GO:0016616;GO:0001523;GO:0016021;GO:0004745;GO:0016020;GO:0055114;GO:0005783;GO:0052650;GO:0001917,K11152,PF00106,15.38903534,0.747618491,0.189316784,3.949034401,0.0000785,0.000409,TRUE
SymbC1.scaffold638.9,sp|Q8K9J8|RLUC_BUCAP,Ribosomal large subunit pseudouridine synthase C OS=Buchnera aphidicola subsp. Schizaphis graminum (strain Sg) GN=rluC PE=3 SV=1,5.81E-13,GO:0009982;GO:0009451;GO:0016853;GO:0003723;GO:0006364;GO:0001522,K06179,PF00849,28.47518169,1.167069323,0.141893331,8.224976579,1.95E-16,6.41E-15,TRUE
SymbC1.scaffold6381.1,sp|P17210|KINH_DROME,Kinesin heavy chain OS=Drosophila melanogaster GN=Khc PE=1 SV=2,1.44E-54,GO:0006886;GO:0008017;GO:0007315;GO:0007018;GO:0035617;GO:0045202;GO:0005871;GO:0005523;GO:0048812;GO:0005737;GO:0010970;GO:0035371;GO:0030478;GO:0061572;GO:0048489;GO:0007303;GO:1904115;GO:0005856;GO:0003777;GO:0005829;GO:0003774;GO:0046843;GO:0007317;GO:0048741;GO:0051012;GO:0048813;GO:0001754;GO:0040023;GO:0046785;GO:0098957;GO:0005874;GO:0008345;GO:0048312;GO:0048311;GO:0007409;GO:0000166;GO:0045451;GO:0051299;GO:0030011;GO:0008574;GO:0007411;GO:0070868;GO:0005524;GO:0007310;GO:0008088;GO:0008103,K10396,PF00225,17.11807003,0.547952731,0.167354972,3.274194506,0.001059636,0.004065163,TRUE
SymbC1.scaffold6381.2,tr|A0A1Q9CY44|A0A1Q9CY44_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene30897 PE=4 SV=1,1.21E-32,NA,NA,NA,19.597761,0.44698991,0.151976441,2.941178957,0.003269656,0.01085805,TRUE
SymbC1.scaffold6384.2,tr|A0A1Q9EB31|A0A1Q9EB31_SYMMI,Ultraviolet-B receptor UVR8 OS=Symbiodinium microadriaticum GN=UVR8 PE=4 SV=1,0.00E+00,GO:0015074;GO:0016021;GO:0006310;GO:0003677;GO:0016020,NA,NA,21.20289707,1.212606209,0.185963425,6.520670445,7E-11,1.11E-09,TRUE
SymbC1.scaffold6387.1,tr|A0A1M3JF45|A0A1M3JF45_9BURK,Uncharacterized protein OS=Burkholderiales bacterium 68-20 GN=BGO75_02740 PE=3 SV=1,1.46E-21,GO:0016798;GO:0005975;GO:0008152;GO:0016787;GO:0004553,NA,NA,22.95861337,-1.022370831,0.162205845,-6.302922271,2.92E-10,4.22E-09,TRUE
SymbC1.scaffold6388.3,sp|K7K424|DAT2D_SOYBN,Diacylglycerol O-acyltransferase 2D OS=Glycine max GN=DGAT2D PE=1 SV=1,3.6E-10,GO:0016020;GO:0005783;GO:0016740;GO:0016747;GO:0019432;GO:0005789;GO:0006071;GO:0005811;GO:0016746;GO:0004144;GO:0006629;GO:0016021,K14457,PF03982,11.40820499,2.493428702,0.270951806,9.202480464,3.5E-20,1.7E-18,TRUE
